Age,Status,Education,Years,Profession,Capitalgains,Capitalloss,Native,Zodiak
47,Private,11th,7,Adm-clerical,0,1485,United-States,Capricorn
43,Local-gov,Masters,14,Prof-specialty,0,13460,United-States,Leo
48,Self-emp-not-inc,Some-college,10,Transport-moving,0,0,United-States,Pisces
42,Private,Some-college,10,Prof-specialty,0,0,United-States,Aquarius
44,Local-gov,Some-college,10,Other-service,0,0,United-States,Aquarius
49,Private,HS-grad,9,Sales,0,0,United-States,Libra
35,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
65,Private,11th,7,Other-service,0,0,United-States,Aquarius
27,Local-gov,HS-grad,9,Exec-managerial,0,0,United-States,Taurus
21,Private,Some-college,10,Adm-clerical,2176,0,United-States,Leo
27,Private,Some-college,10,Prof-specialty,0,0,United-States,Libra
23,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Virgo
34,Private,HS-grad,9,Craft-repair,0,0,Germany,Sagittarius
43,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Aquarius
53,Federal-gov,Doctorate,16,Prof-specialty,15024,0,Germany,Cancer
26,Private,Bachelors,13,Sales,0,0,United-States,Pisces
31,Private,Some-college,10,Farming-fishing,0,0,United-States,Aquarius
33,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Aquarius
23,Private,Some-college,10,Transport-moving,0,0,United-States,Cancer
43,Self-emp-not-inc,Bachelors,13,Prof-specialty,0,0,United-States,Leo
60,Self-emp-not-inc,HS-grad,9,Other-service,0,0,United-States,Pisces
56,Private,Masters,14,Prof-specialty,0,0,United-States,Gemini
43,Local-gov,HS-grad,9,Other-service,0,0,United-States,Gemini
35,Self-emp-not-inc,HS-grad,9,Craft-repair,7298,0,United-States,Pisces
29,Private,HS-grad,9,Other-service,0,0,United-States,Leo
41,Private,Some-college,10,Transport-moving,0,0,United-States,Libra
32,Private,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
30,Private,HS-grad,9,Adm-clerical,0,0,United-States,Leo
43,Private,Masters,14,Prof-specialty,0,0,United-States,Cancer
48,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,0,Jamaica,Cancer
38,Federal-gov,Some-college,10,Tech-support,0,0,United-States,Taurus
57,Private,1st-4th,2,Other-service,0,0,Dominican-Republic,Gemini
40,Federal-gov,Bachelors,13,Prof-specialty,0,0,?,Capricorn
47,Self-emp-not-inc,Some-college,10,Prof-specialty,0,0,United-States,Cancer
31,Self-emp-not-inc,7th-8th,4,Craft-repair,297536,0,United-States,Libra
31,State-gov,Assoc-acdm,12,Other-service,0,0,United-States,Cancer
70,Self-emp-not-inc,Bachelors,13,Prof-specialty,20051,0,United-States,Libra
60,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Leo
46,Self-emp-not-inc,Bachelors,13,Craft-repair,0,0,United-States,Aquarius
40,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Leo
30,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Aquarius
33,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
46,Private,Bachelors,13,Tech-support,0,0,United-States,Cancer
53,Private,5th-6th,3,Craft-repair,0,0,Italy,Capricorn
37,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Pisces
52,Private,7th-8th,4,Exec-managerial,0,0,United-States,Sagittarius
22,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Scorpio
35,Self-emp-not-inc,Bachelors,13,Craft-repair,0,11629,United-States,Sagittarius
41,Private,HS-grad,9,Sales,0,0,United-States,Cancer
58,Private,Bachelors,13,Prof-specialty,0,0,Canada,Sagittarius
47,Private,Bachelors,13,Craft-repair,0,0,United-States,Taurus
24,Private,HS-grad,9,Exec-managerial,0,0,United-States,Scorpio
35,Private,Bachelors,13,Sales,0,0,United-States,Capricorn
26,Private,Bachelors,13,Sales,0,0,United-States,Sagittarius
52,Private,5th-6th,3,Farming-fishing,259321,0,United-States,Libra
45,Self-emp-not-inc,Some-college,10,Farming-fishing,0,0,United-States,Leo
35,?,HS-grad,9,?,0,0,United-States,Gemini
21,Private,Some-college,10,Sales,0,0,United-States,Taurus
41,Private,Assoc-acdm,12,Farming-fishing,0,0,United-States,Pisces
22,Private,Some-college,10,Prof-specialty,225548,0,United-States,Sagittarius
30,?,9th,5,?,0,0,United-States,Capricorn
43,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Cancer
33,Local-gov,HS-grad,9,Protective-serv,0,0,United-States,Capricorn
62,Local-gov,Masters,14,Prof-specialty,264425,0,United-States,Virgo
30,Private,Masters,14,Tech-support,0,0,Nicaragua,Taurus
24,Private,7th-8th,4,Farming-fishing,2105,0,United-States,Gemini
27,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Leo
52,Private,HS-grad,9,Transport-moving,0,0,United-States,Aquarius
29,Private,HS-grad,9,Sales,0,1138,United-States,Libra
33,Local-gov,Some-college,10,Protective-serv,0,0,United-States,Libra
34,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
38,Private,12th,8,Other-service,3942,0,United-States,Gemini
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Leo
28,Private,HS-grad,9,Craft-repair,0,1848,United-States,Aquarius
35,Private,HS-grad,9,Tech-support,0,0,United-States,Virgo
57,Private,Masters,14,Prof-specialty,0,0,United-States,Aquarius
54,Self-emp-not-inc,Bachelors,13,Sales,0,0,United-States,Scorpio
25,Private,HS-grad,9,Other-service,0,0,United-States,Leo
36,Private,Assoc-voc,11,Exec-managerial,0,0,United-States,Scorpio
76,?,HS-grad,9,?,0,0,Canada,Cancer
60,Private,Some-college,10,Protective-serv,0,0,United-States,Virgo
21,Private,Some-college,10,Other-service,0,0,United-States,Scorpio
37,Private,Some-college,10,Adm-clerical,0,0,United-States,Aquarius
37,Private,HS-grad,9,Other-service,0,0,United-States,Gemini
22,Private,Some-college,10,Transport-moving,0,1719,United-States,Cancer
37,Private,Assoc-voc,11,Adm-clerical,3471,0,United-States,Scorpio
30,Private,Some-college,10,Craft-repair,0,0,United-States,Leo
66,Private,Bachelors,13,Sales,0,0,United-States,Pisces
34,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Capricorn
58,Private,Masters,14,Sales,0,0,United-States,Virgo
53,Private,HS-grad,9,Transport-moving,0,1902,United-States,Scorpio
40,Private,HS-grad,9,Other-service,0,0,United-States,Capricorn
39,Private,HS-grad,9,Craft-repair,208750,0,United-States,Taurus
37,Private,HS-grad,9,Adm-clerical,0,0,United-States,Cancer
64,Local-gov,HS-grad,9,Craft-repair,3137,0,United-States,Capricorn
41,Private,Some-college,10,Other-service,0,0,United-States,Libra
29,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Capricorn
50,Self-emp-inc,HS-grad,9,Exec-managerial,219268,0,United-States,Aquarius
59,Self-emp-not-inc,Assoc-acdm,12,Tech-support,0,0,United-States,Virgo
29,Private,Bachelors,13,Sales,0,0,United-States,Sagittarius
38,Private,Masters,14,Craft-repair,0,0,United-States,Aquarius
51,Private,HS-grad,9,Exec-managerial,4386,0,United-States,Capricorn
38,Private,Some-college,10,Transport-moving,0,0,United-States,Taurus
34,Private,HS-grad,9,Transport-moving,0,0,United-States,Capricorn
39,Private,Bachelors,13,Tech-support,15024,0,United-States,Capricorn
74,Self-emp-inc,Some-college,10,Exec-managerial,20051,0,United-States,Pisces
37,Private,HS-grad,9,Adm-clerical,0,0,United-States,Capricorn
21,State-gov,Some-college,10,Other-service,0,0,United-States,Sagittarius
27,?,HS-grad,9,?,237253,0,United-States,Gemini
39,?,12th,8,?,0,0,United-States,Virgo
22,Private,HS-grad,9,Sales,0,0,United-States,Gemini
58,State-gov,9th,5,Farming-fishing,0,0,United-States,Leo
87,Federal-gov,Masters,2,Sales,219918,242092,Canada,Cancer
57,Private,Some-college,10,Craft-repair,0,0,Poland,Aquarius
35,Private,Some-college,10,Adm-clerical,0,0,United-States,Leo
31,Private,HS-grad,9,Transport-moving,0,0,United-States,Capricorn
35,Private,HS-grad,9,Adm-clerical,0,0,United-States,Pisces
22,Private,HS-grad,9,Transport-moving,0,0,United-States,Pisces
46,Private,Bachelors,13,Adm-clerical,0,0,Portugal,Sagittarius
44,Local-gov,HS-grad,9,Prof-specialty,0,0,United-States,Gemini
35,?,Bachelors,13,?,0,0,United-States,Cancer
30,Private,Some-college,10,Craft-repair,0,0,United-States,Taurus
25,Private,11th,7,Exec-managerial,0,0,United-States,Scorpio
38,?,HS-grad,9,?,284071,0,United-States,Taurus
45,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
43,Private,Some-college,10,Other-service,238844,0,England,Leo
41,Private,HS-grad,9,Transport-moving,0,0,United-States,Cancer
46,Private,Bachelors,13,Exec-managerial,0,0,United-States,Aquarius
31,Private,HS-grad,9,Exec-managerial,3325,0,United-States,Gemini
42,Private,Bachelors,13,Sales,0,11317,?,Aquarius
53,Private,Assoc-acdm,12,Sales,0,0,United-States,Capricorn
58,Private,Assoc-acdm,12,Priv-house-serv,254211,0,Poland,Libra
45,Private,Bachelors,13,Sales,0,0,United-States,Virgo
25,?,Bachelors,13,?,0,0,Canada,Aquarius
27,Self-emp-not-inc,Assoc-voc,11,Prof-specialty,255185,0,United-States,Scorpio
26,Private,Some-college,10,Craft-repair,2829,0,United-States,Cancer
36,Private,Some-college,10,Sales,0,0,United-States,Leo
63,Private,Masters,14,Handlers-cleaners,0,12080,United-States,Taurus
37,Private,Masters,14,Exec-managerial,0,0,United-States,Capricorn
27,Local-gov,Assoc-acdm,12,Adm-clerical,0,0,United-States,Gemini
21,Private,12th,8,Adm-clerical,255367,0,?,Leo
32,Private,7th-8th,4,Craft-repair,0,0,United-States,Cancer
57,Private,Bachelors,13,Protective-serv,0,0,United-States,Sagittarius
56,Private,Some-college,10,Craft-repair,0,0,United-States,Capricorn
51,Self-emp-inc,11th,7,Sales,0,0,United-States,Capricorn
22,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Gemini
43,Federal-gov,Bachelors,13,Prof-specialty,0,11491,United-States,Pisces
46,Private,Assoc-acdm,12,Adm-clerical,0,11699,Cuba,Capricorn
31,Private,Bachelors,13,Tech-support,0,0,United-States,Aquarius
47,Private,HS-grad,9,Sales,0,0,Cuba,Leo
55,Self-emp-not-inc,7th-8th,4,Other-service,0,0,United-States,Sagittarius
51,Private,Assoc-acdm,12,Exec-managerial,248631,0,United-States,Sagittarius
40,Private,Bachelors,13,Other-service,259737,0,United-States,Aquarius
24,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Aquarius
53,?,Masters,14,?,8614,0,United-States,Cancer
23,Private,Bachelors,13,Other-service,0,0,United-States,Capricorn
27,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Virgo
57,Private,Some-college,10,Sales,5013,0,United-States,Scorpio
43,Local-gov,HS-grad,9,Exec-managerial,0,0,United-States,Cancer
55,Federal-gov,Some-college,10,Craft-repair,0,0,United-States,Scorpio
38,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,United-States,Virgo
27,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,United-States,Libra
71,Self-emp-inc,Some-college,10,Exec-managerial,288843,0,United-States,Sagittarius
46,Private,Masters,14,Prof-specialty,0,0,United-States,Pisces
40,Self-emp-not-inc,HS-grad,9,Craft-repair,269590,1672,United-States,Taurus
26,Self-emp-not-inc,7th-8th,4,Transport-moving,0,0,United-States,Cancer
40,Private,Some-college,10,Craft-repair,0,0,United-States,Sagittarius
36,Private,Bachelors,13,Exec-managerial,0,0,United-States,Leo
50,Private,HS-grad,9,Farming-fishing,0,0,United-States,Pisces
42,State-gov,Assoc-voc,11,Protective-serv,0,0,United-States,Sagittarius
24,Private,Bachelors,13,Tech-support,0,0,United-States,Aquarius
27,Private,HS-grad,9,Handlers-cleaners,0,0,Guatemala,Pisces
21,?,7th-8th,4,?,0,0,United-States,Libra
44,Self-emp-inc,Some-college,10,Sales,0,0,United-States,Cancer
30,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces
26,Private,Assoc-acdm,12,Exec-managerial,0,0,United-States,Capricorn
51,Private,Masters,14,Exec-managerial,7298,0,United-States,Taurus
30,Private,Some-college,10,Transport-moving,0,0,United-States,Leo
29,Private,Some-college,10,Other-service,0,0,United-States,Gemini
49,Private,7th-8th,4,Transport-moving,2407,0,United-States,Virgo
27,Private,Assoc-voc,11,Transport-moving,0,0,United-States,Libra
25,Private,HS-grad,9,Transport-moving,0,0,United-States,Virgo
24,Private,Some-college,10,Machine-op-inspct,0,0,Mexico,Virgo
30,Private,Some-college,10,Tech-support,235538,0,United-States,Capricorn
53,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Cancer
59,Local-gov,Assoc-voc,11,Adm-clerical,0,0,United-States,Aquarius
21,State-gov,Some-college,10,Prof-specialty,0,0,United-States,Aquarius
35,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Gemini
29,Private,HS-grad,9,Adm-clerical,0,2179,United-States,Pisces
37,Private,Bachelors,13,Exec-managerial,294418,0,United-States,Sagittarius
45,Private,Assoc-acdm,12,Craft-repair,0,0,United-States,Scorpio
39,Private,Assoc-acdm,12,Tech-support,0,0,United-States,Taurus
85,Private,Doctorate,14,Prof-specialty,129437,205678,China,Cancer
25,Private,Some-college,10,Prof-specialty,0,0,United-States,Aquarius
27,Private,Bachelors,13,Other-service,0,0,United-States,Taurus
42,State-gov,Some-college,10,Exec-managerial,0,0,United-States,Virgo
22,Private,5th-6th,3,Machine-op-inspct,0,0,Mexico,Aquarius
39,Self-emp-not-inc,Some-college,10,Farming-fishing,239884,0,United-States,Leo
45,Self-emp-not-inc,Masters,14,Prof-specialty,0,0,United-States,Capricorn
46,Self-emp-inc,12th,8,Craft-repair,215176,0,?,Pisces
55,Self-emp-not-inc,HS-grad,9,Craft-repair,27828,0,United-States,Cancer
24,Private,Bachelors,13,Exec-managerial,0,0,United-States,Aquarius
25,Private,Prof-school,15,Prof-specialty,0,0,United-States,Virgo
36,Private,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
62,Private,10th,6,Other-service,0,0,United-States,Scorpio
26,Private,Assoc-acdm,12,Prof-specialty,226933,0,United-States,Taurus
55,Private,11th,7,Machine-op-inspct,0,0,United-States,Capricorn
32,Private,Some-college,10,Farming-fishing,0,0,United-States,Virgo
28,Self-emp-not-inc,HS-grad,9,Machine-op-inspct,0,0,United-States,Leo
31,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
32,Private,HS-grad,9,Craft-repair,0,0,Germany,Pisces
34,Private,Bachelors,13,Sales,231343,0,United-States,Gemini
22,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Cancer
26,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
43,Self-emp-inc,Bachelors,13,Farming-fishing,0,0,United-States,Capricorn
22,Private,Bachelors,13,Exec-managerial,0,13552,United-States,Aquarius
28,Self-emp-not-inc,Doctorate,5,Transport-moving,160149,109439,India,Capricorn
49,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Leo
46,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Cancer
90,?,Some-college,10,?,0,0,South,Leo
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Scorpio
27,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Scorpio
45,Private,Bachelors,13,Exec-managerial,0,0,United-States,Gemini
29,Federal-gov,Some-college,10,Protective-serv,0,0,United-States,Libra
38,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
28,Private,Bachelors,13,Exec-managerial,0,0,United-States,Cancer
42,Private,Prof-school,15,Prof-specialty,0,0,United-States,Taurus
47,Private,Bachelors,13,Other-service,0,0,El-Salvador,Cancer
22,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,United-States,Cancer
45,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
47,State-gov,Some-college,10,Adm-clerical,0,0,United-States,Cancer
54,Private,1st-4th,2,Other-service,0,0,Mexico,Taurus
50,Private,HS-grad,9,Farming-fishing,0,0,United-States,Gemini
56,Self-emp-inc,HS-grad,9,Sales,0,0,United-States,Leo
41,Private,HS-grad,9,Machine-op-inspct,289442,0,Cuba,Pisces
32,Private,HS-grad,9,Machine-op-inspct,272795,0,United-States,Libra
41,Federal-gov,HS-grad,9,Tech-support,0,0,United-States,Libra
68,?,Some-college,10,?,0,2457,United-States,Sagittarius
28,Local-gov,Masters,14,Prof-specialty,0,1902,United-States,Cancer
32,Private,HS-grad,9,Transport-moving,0,0,United-States,Scorpio
71,Self-emp-inc,Bachelors,13,Exec-managerial,0,2392,United-States,Sagittarius
34,Private,Bachelors,13,Prof-specialty,0,0,United-States,Pisces
40,Private,Some-college,10,Exec-managerial,7688,0,United-States,Scorpio
31,State-gov,Some-college,10,Other-service,0,0,United-States,Pisces
33,Private,Masters,14,Exec-managerial,14084,0,United-States,Libra
62,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
31,Self-emp-inc,HS-grad,9,Craft-repair,0,0,United-States,Leo
31,Local-gov,Bachelors,13,Prof-specialty,234887,0,United-States,Capricorn
22,Private,Some-college,10,Adm-clerical,0,0,United-States,Taurus
51,Private,11th,7,Transport-moving,0,0,United-States,Libra
36,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces
73,Local-gov,7th-8th,4,Protective-serv,245847,0,United-States,Aquarius
61,?,HS-grad,9,?,0,0,United-States,Virgo
27,Private,HS-grad,9,Machine-op-inspct,0,0,Mexico,Sagittarius
48,Never-worked,Masters,14,Handlers-cleaners,89284,1862,Thailand,Aquarius
44,Private,Masters,14,Prof-specialty,0,0,United-States,Capricorn
58,Self-emp-inc,Some-college,10,Exec-managerial,0,0,United-States,Capricorn
38,Private,Masters,14,Exec-managerial,221937,0,United-States,Leo
29,Private,Bachelors,13,Prof-specialty,8614,0,United-States,Taurus
68,?,HS-grad,9,?,0,0,United-States,Libra
27,Private,Some-college,10,Sales,0,0,United-States,Aquarius
52,Self-emp-inc,HS-grad,9,Exec-managerial,15024,0,United-States,Virgo
56,Self-emp-not-inc,Some-college,10,Prof-specialty,0,0,United-States,Pisces
21,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Sagittarius
25,Private,Some-college,10,Adm-clerical,0,0,United-States,Pisces
31,Federal-gov,HS-grad,9,Machine-op-inspct,0,0,United-States,Scorpio
35,Private,Some-college,10,Craft-repair,0,0,United-States,Sagittarius
36,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Capricorn
26,Private,Assoc-voc,11,Sales,594,0,United-States,Leo
28,Private,Assoc-voc,11,Other-service,3137,0,United-States,Leo
32,Private,HS-grad,9,Exec-managerial,0,0,United-States,Taurus
26,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
57,Self-emp-inc,HS-grad,9,Sales,0,1902,United-States,Pisces
50,Private,HS-grad,9,Adm-clerical,0,0,England,Aquarius
41,Private,Masters,14,Exec-managerial,0,12931,United-States,Taurus
52,Private,HS-grad,9,Craft-repair,0,0,El-Salvador,Scorpio
34,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,United-States,Cancer
50,Private,Bachelors,13,Exec-managerial,0,0,United-States,Libra
26,?,Bachelors,13,?,0,0,United-States,Libra
46,Private,Bachelors,13,Exec-managerial,0,0,United-States,Capricorn
42,Private,HS-grad,9,Other-service,224215,0,United-States,Virgo
56,Private,HS-grad,9,Other-service,0,0,United-States,Cancer
25,Local-gov,Bachelors,13,Craft-repair,0,0,United-States,Sagittarius
28,Private,Some-college,10,Sales,0,0,United-States,Capricorn
41,Private,Some-college,10,Sales,3942,0,United-States,Gemini
25,Private,Some-college,10,Transport-moving,0,0,United-States,Capricorn
34,Private,Bachelors,13,Prof-specialty,0,0,?,Leo
24,?,Bachelors,13,?,0,0,United-States,Scorpio
37,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Gemini
40,Private,7th-8th,4,Other-service,206554,0,United-States,Pisces
24,Private,9th,5,Other-service,0,0,United-States,Cancer
47,Private,11th,7,Machine-op-inspct,0,0,United-States,Aquarius
23,Private,Bachelors,13,Prof-specialty,0,0,United-States,Virgo
43,Private,Bachelors,13,Adm-clerical,0,0,United-States,Gemini
23,Private,Bachelors,13,Prof-specialty,0,10646,United-States,Sagittarius
37,Private,HS-grad,9,Other-service,0,0,United-States,Libra
43,Federal-gov,Bachelors,13,Tech-support,0,0,United-States,Leo
44,State-gov,Masters,14,Prof-specialty,0,0,United-States,Leo
59,Private,HS-grad,9,Craft-repair,0,0,United-States,Taurus
42,Private,Some-college,10,Machine-op-inspct,256568,0,United-States,Pisces
48,Private,HS-grad,9,Sales,0,0,United-States,Sagittarius
41,Local-gov,HS-grad,9,Craft-repair,0,0,United-States,Virgo
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
40,Private,Assoc-acdm,12,Exec-managerial,235899,0,United-States,Capricorn
28,Private,HS-grad,9,Other-service,0,0,United-States,Capricorn
28,Private,9th,5,Handlers-cleaners,0,0,United-States,Leo
21,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Aquarius
